epoch,train_loss,val_loss,train_time,val_time
0,0.4809979403052956,0.34304809091346605,199.01924937590957,23.15499759837985
1,0.2652668998240453,0.25785029842993434,199.01924937590957,23.15499759837985
2,0.221861115149006,0.24076136995144948,199.01924937590957,23.15499759837985
3,0.2128115161439706,0.2341744757295415,199.01924937590957,23.15499759837985
4,0.20763596051661776,0.2287966375030121,199.01924937590957,23.15499759837985
5,0.20450310924294623,0.22835137344402623,199.01924937590957,23.15499759837985
6,0.20256014091449243,0.22756432355571615,199.01924937590957,23.15499759837985
7,0.20104094004803494,0.22749710761542832,199.01924937590957,23.15499759837985
8,0.19995394322380558,0.2225170780248864,199.01924937590957,23.15499759837985
9,0.19897920568189004,0.22365931192964164,199.01924937590957,23.15499759837985
10,0.1980256765060728,0.22387376244236923,199.01924937590957,23.15499759837985
11,0.19734041951141323,0.2246664949996891,199.01924937590957,23.15499759837985
12,0.19642246966329938,0.22348906022819634,199.01924937590957,23.15499759837985
13,0.19590536753640198,0.22396851381363006,199.01924937590957,23.15499759837985
