epoch,train_loss,val_loss,train_time,val_time
0,0.3748790499159934,0.19228429493627378,2027.4190996401012,135.4535861760378
1,0.14855524868125244,0.1537704426624185,2027.4190996401012,135.4535861760378
2,0.1292032177522839,0.14302130019748394,2027.4190996401012,135.4535861760378
3,0.124201608044509,0.13941263217402963,2027.4190996401012,135.4535861760378
4,0.12206671665519014,0.13812907956236478,2027.4190996401012,135.4535861760378
5,0.12053043579116476,0.13580158442182808,2027.4190996401012,135.4535861760378
6,0.11928798767457964,0.13611574555338568,2027.4190996401012,135.4535861760378
7,0.11821355997070901,0.13278900927921033,2027.4190996401012,135.4535861760378
8,0.11715463848257804,0.1335658139278352,2027.4190996401012,135.4535861760378
9,0.11616931732716654,0.13054038939893017,2027.4190996401012,135.4535861760378
10,0.11521740152387475,0.13083102852486225,2027.4190996401012,135.4535861760378
11,0.1143449814648602,0.12922460061963648,2027.4190996401012,135.4535861760378
12,0.1134075587182727,0.12874267195655528,2027.4190996401012,135.4535861760378
13,0.11262675921243677,0.12852996910390044,2027.4190996401012,135.4535861760378
14,0.11182739251363831,0.12788505919458232,2027.4190996401012,135.4535861760378
15,0.1111140196904625,0.12700063950021048,2027.4190996401012,135.4535861760378
16,0.1104238920396508,0.12740661241874404,2027.4190996401012,135.4535861760378
17,0.1097211346968389,0.1255213574230747,2027.4190996401012,135.4535861760378
18,0.10903653384815558,0.12546617798127083,2027.4190996401012,135.4535861760378
19,0.10851459327808899,0.1246834725227055,2027.4190996401012,135.4535861760378
20,0.1079778387237829,0.12425514308460132,2027.4190996401012,135.4535861760378
21,0.10724017900864866,0.12408332740507867,2027.4190996401012,135.4535861760378
22,0.106743149269606,0.12330111710126607,2027.4190996401012,135.4535861760378
23,0.10622843567467163,0.12302622277223106,2027.4190996401012,135.4535861760378
24,0.10582432574679819,0.1255177480420478,2027.4190996401012,135.4535861760378
25,0.10521446843498736,0.12474173182450539,2027.4190996401012,135.4535861760378
26,0.1047826437499699,0.12255809282199764,2027.4190996401012,135.4535861760378
27,0.10438437047456228,0.12347651854613606,2027.4190996401012,135.4535861760378
28,0.10382607595018964,0.12250560268341583,2027.4190996401012,135.4535861760378
29,0.10332993155204143,0.12262049540212112,2027.4190996401012,135.4535861760378
30,0.10297995817884742,0.12191839121301107,2027.4190996401012,135.4535861760378
31,0.10244328510122466,0.1237396572583488,2027.4190996401012,135.4535861760378
32,0.10196333229025642,0.1227754450602723,2027.4190996401012,135.4535861760378
33,0.10141814489467123,0.12445910612111721,2027.4190996401012,135.4535861760378
34,,,2027.4190996401012,135.4535861760378
35,,,2027.4190996401012,135.4535861760378
