epoch,train_loss,val_loss,train_time,val_time
0,0.36665149449622036,0.20179268710163176,2120.108332671225,146.23295077681541
1,0.15315717046119473,0.15462891443879628,2120.108332671225,146.23295077681541
2,0.1314372678743501,0.144612974354199,2120.108332671225,146.23295077681541
3,0.12616860331282834,0.14093144452294373,2120.108332671225,146.23295077681541
4,0.12392085281480787,0.13919778371096722,2120.108332671225,146.23295077681541
5,0.12255955855160976,0.1375613631490542,2120.108332671225,146.23295077681541
6,0.12144730639201456,0.13664631085584358,2120.108332671225,146.23295077681541
7,0.12060237511500607,0.13652796292801064,2120.108332671225,146.23295077681541
8,0.11991643761273264,0.13501150027031497,2120.108332671225,146.23295077681541
9,0.1193456609840425,0.13382461302134455,2120.108332671225,146.23295077681541
10,0.11882254799498516,0.13369894355811102,2120.108332671225,146.23295077681541
11,0.11829600044311356,0.133428195600721,2120.108332671225,146.23295077681541
12,0.11776185890822122,0.1330542743956784,2120.108332671225,146.23295077681541
13,0.11721427912483054,0.13148022045105773,2120.108332671225,146.23295077681541
14,0.11670689243510572,0.13203185072586854,2120.108332671225,146.23295077681541
15,0.11607611216695793,0.1312655431399008,2120.108332671225,146.23295077681541
16,0.11553274788502862,0.13028289601016713,2120.108332671225,146.23295077681541
17,0.11490217291923831,0.13069829993824267,2120.108332671225,146.23295077681541
18,0.11436411432660783,0.1292801383426603,2120.108332671225,146.23295077681541
19,0.1138549277190037,0.12932165627063688,2120.108332671225,146.23295077681541
20,0.11329017173629422,0.1293577222148793,2120.108332671225,146.23295077681541
21,0.11281392590492696,0.12838814876099325,2120.108332671225,146.23295077681541
22,0.11234610368965987,0.1273846895866362,2120.108332671225,146.23295077681541
23,0.11185042135502472,0.12772081622483247,2120.108332671225,146.23295077681541
24,0.11127075103749905,0.12664498078959938,2120.108332671225,146.23295077681541
25,0.11091624351845297,0.1282130792589706,2120.108332671225,146.23295077681541
26,0.11036648494574774,0.12679823177477004,2120.108332671225,146.23295077681541
27,0.10989348566237027,0.12564522085226693,2120.108332671225,146.23295077681541
28,0.10943757742036136,0.12490683072721775,2120.108332671225,146.23295077681541
29,0.10909968835606065,0.12621252165812694,2120.108332671225,146.23295077681541
30,0.10874851339002548,0.1256852974872846,2120.108332671225,146.23295077681541
31,0.1082596773389475,0.12515461054507035,2120.108332671225,146.23295077681541
32,0.1078772275589449,0.12514705343495067,2120.108332671225,146.23295077681541
33,0.10734186907159962,0.12496294159138081,2120.108332671225,146.23295077681541
