epoch,train_loss,val_loss,train_time,val_time
0,0.21146539428985595,0.23078520319481588,198.61317036300898,21.944915149360895
1,0.20073043884437747,0.22358302771094807,198.61317036300898,21.944915149360895
2,0.19643575380865208,0.21738510058090396,198.61317036300898,21.944915149360895
3,0.19341526187792385,0.21814746955143555,198.61317036300898,21.944915149360895
4,0.19065994867400707,0.21309702164417474,198.61317036300898,21.944915149360895
5,0.1889086243830858,0.21303654633158323,198.61317036300898,21.944915149360895
6,0.18716952862474573,0.21162541508104424,198.61317036300898,21.944915149360895
7,0.18589364202919295,0.2084115270230615,198.61317036300898,21.944915149360895
8,0.18457222413863705,0.2177057279777542,198.61317036300898,21.944915149360895
9,0.18338640046494953,0.20947949563115076,198.61317036300898,21.944915149360895
10,0.18226535474697847,0.2061114714823055,198.61317036300898,21.944915149360895
11,0.18154572291085655,0.21167330934228945,198.61317036300898,21.944915149360895
12,0.1803684629524201,0.2055603159182914,198.61317036300898,21.944915149360895
13,0.17949750824256844,0.20880986950645336,198.61317036300898,21.944915149360895
14,0.17846334561061936,0.20765550422235107,198.61317036300898,21.944915149360895
15,0.17745019393474373,0.20729176979511976,198.61317036300898,21.944915149360895
16,0.17662519708385094,0.20851654782701207,198.61317036300898,21.944915149360895
17,0.17566829916171747,0.20466241377823968,198.61317036300898,21.944915149360895
18,0.17451684317493107,0.20908325501451536,198.61317036300898,21.944915149360895
19,0.17370191096239393,0.2114893536758134,198.61317036300898,21.944915149360895
20,0.17241250480712675,0.2087294100118535,198.61317036300898,21.944915149360895
21,0.17146282825245543,0.20750718982890248,198.61317036300898,21.944915149360895
22,0.17064062741561545,0.2083375958526241,198.61317036300898,21.944915149360895
