epoch,train_loss,val_loss,train_time,val_time
0,0.15671562809366565,0.17024652194706913,193.7603235654533,21.57328911870718
1,0.14837409370710136,0.16568754622902798,193.7603235654533,21.57328911870718
2,0.14536513884862265,0.16632912018602447,193.7603235654533,21.57328911870718
3,0.14291505681649883,0.16181685744157556,193.7603235654533,21.57328911870718
4,0.14101921568739287,0.16501217555938935,193.7603235654533,21.57328911870718
5,0.13974635363742405,0.1600074991678857,193.7603235654533,21.57328911870718
6,0.13846008329460216,0.16012925824758653,193.7603235654533,21.57328911870718
7,0.13738507324466884,0.157354312245639,193.7603235654533,21.57328911870718
8,0.1364373624713419,0.15728345914145134,193.7603235654533,21.57328911870718
9,0.13542544578384993,0.15706646647209263,193.7603235654533,21.57328911870718
10,0.13455926585933398,0.15784996731814985,193.7603235654533,21.57328911870718
11,0.13388272705195683,0.1581716937088997,193.7603235654533,21.57328911870718
12,0.13291716208558502,0.1568254486096985,193.7603235654533,21.57328911870718
13,0.13224566284910197,0.15805189685458887,193.7603235654533,21.57328911870718
14,0.1314257166235303,0.15919032502843408,193.7603235654533,21.57328911870718
15,0.13071708435066706,0.15832739704934767,193.7603235654533,21.57328911870718
16,0.1299745078990274,0.15669440487589764,193.7603235654533,21.57328911870718
17,0.12918931987673993,0.15596624070360343,193.7603235654533,21.57328911870718
18,0.12835188727968577,0.15551786442116208,193.7603235654533,21.57328911870718
19,0.12759855618061286,0.15809723251850857,193.7603235654533,21.57328911870718
20,0.12663284858905793,0.1563697490456267,193.7603235654533,21.57328911870718
21,0.1257057724613165,0.15847366788348524,193.7603235654533,21.57328911870718
22,0.124938512544323,0.1593046074505059,193.7603235654533,21.57328911870718
23,0.12376675099899541,0.15739895190986597,193.7603235654533,21.57328911870718
