epoch,train_loss,val_loss,train_time,val_time
0,0.4269772910231386,0.21687917532969495,2038.799931190908,134.72752333804965
1,0.1567711017770843,0.15448512511365875,2038.799931190908,134.72752333804965
2,0.1315514502064693,0.14599364923731406,2038.799931190908,134.72752333804965
3,0.1264136905198235,0.14267363272873418,2038.799931190908,134.72752333804965
4,0.12446967621668627,0.14114684544560707,2038.799931190908,134.72752333804965
5,0.1234696470185835,0.139144534867599,2038.799931190908,134.72752333804965
6,0.12259160992010104,0.1387628140403148,2038.799931190908,134.72752333804965
7,0.12177766672507863,0.13737300007214429,2038.799931190908,134.72752333804965
8,0.1211292766848277,0.13656981938699148,2038.799931190908,134.72752333804965
9,0.1205541013262577,0.13589340507537506,2038.799931190908,134.72752333804965
10,0.12008707963094152,0.13680065791027582,2038.799931190908,134.72752333804965
11,0.1197629391573242,0.1359950664728804,2038.799931190908,134.72752333804965
12,0.11937317153182375,0.13483296678525072,2038.799931190908,134.72752333804965
13,0.11891019291501756,0.13470530327485533,2038.799931190908,134.72752333804965
14,0.11860110238498076,0.1342178700534551,2038.799931190908,134.72752333804965
15,0.11812064935435779,0.13355856799824659,2038.799931190908,134.72752333804965
16,0.11782579196991966,0.1340183955617249,2038.799931190908,134.72752333804965
17,0.11745669394306468,0.13302048003034933,2038.799931190908,134.72752333804965
18,0.11707355016607188,0.13208550957449694,2038.799931190908,134.72752333804965
19,0.11677596725663132,0.13249171013725275,2038.799931190908,134.72752333804965
20,0.11639300754753767,0.13281249829415917,2038.799931190908,134.72752333804965
21,0.11615087000839867,0.13401731666015956,2038.799931190908,134.72752333804965
22,0.11575239744514057,0.1315765588838911,2038.799931190908,134.72752333804965
23,0.115427979279519,0.13255917545103904,2038.799931190908,134.72752333804965
24,0.11520618684863111,0.1317440199817778,2038.799931190908,134.72752333804965
25,0.11477684973304167,0.1310364907626443,2038.799931190908,134.72752333804965
26,0.11449577547791971,0.13074238339619598,2038.799931190908,134.72752333804965
27,0.11408494485461722,0.13003148548590132,2038.799931190908,134.72752333804965
28,0.11381095340255323,0.13020405625658377,2038.799931190908,134.72752333804965
29,0.11350793735911278,0.12997843685312843,2038.799931190908,134.72752333804965
30,0.11306942801561264,0.12967668397219054,2038.799931190908,134.72752333804965
31,0.11271453530094248,0.12958752977595264,2038.799931190908,134.72752333804965
32,0.11228711664306262,0.13076507867009815,2038.799931190908,134.72752333804965
33,0.11203170629990908,0.1300568996824096,2038.799931190908,134.72752333804965
34,0.11160880593034972,0.1278611049151086,2038.799931190908,134.72752333804965
35,0.11120720797604726,0.12831473976554236,2038.799931190908,134.72752333804965
36,0.11087186116886119,0.12748686662323924,2038.799931190908,134.72752333804965
37,0.11042671914181286,0.12704677420088603,2038.799931190908,134.72752333804965
38,0.11002680401984957,0.12648226648369537,2038.799931190908,134.72752333804965
39,0.10953408805008283,0.12636175976676525,2038.799931190908,134.72752333804965
40,0.10920688180372835,0.12609558907451526,2038.799931190908,134.72752333804965
41,0.10877790250576358,0.12607380170707724,2038.799931190908,134.72752333804965
42,0.10853736658186668,0.12668088897444993,2038.799931190908,134.72752333804965
43,0.1081648469806179,0.12765039754936433,2038.799931190908,134.72752333804965
44,0.10780074352515405,0.1264609550553545,2038.799931190908,134.72752333804965
45,0.1075441529207727,0.12892332449745464,2038.799931190908,134.72752333804965
46,0.1071269393814295,0.1268644014097826,2038.799931190908,134.72752333804965
